name_romaji	name_english	name_japanese	is_unverified	is_external	is_movie	is_adult	is_action	is_adventure	is_comedy	is_drama	is_ecchi	is_fantasy	is_horror	is_mahou_shoujo	is_mecha	is_music	is_mystery	is_psychological	is_romance	is_sci_fi	is_slice_of_life	is_sports	is_supernatural	is_thriller	format	status	source	episodes_amount	time_required	start_date	end_date	rating_value	rating_count	company_production	company_producer	company_creator	last_modified	file_modified_first	file_modified_last	file_modified_median	filesize_min	filesize_max	filesize_median
Pocket Monsters: Maboroshi no Pokémon Lugia Bakutan	Pokémon the Movie 2000	劇場版ポケットモンスター 幻のポケモン ルギア爆誕	false	false	true	false	true	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	4860000	932169600	932169600	70	20915	28	2524	28	1714088156	1709475832	1714088156	1713893327	56106	202799	64742
Pocket Monsters: Mewtwo no Gyakushuu	Pokémon: The First Movie	ポケットモンスター ミュウツーの逆襲	false	false	true	false	true	true	false	true	false	true	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Video Game	1	4500000	900720000	900720000	74	29202	28	16	16	1714088243	1709475832	1714088243	1713893029	77783	249664	84881
Pocket Monsters: Mewtwo no Gyakushuu EVOLUTION	Pokémon: Mewtwo Strikes Back—Evolution	劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION	false	false	true	false	true	true	true	true	false	true	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Video Game	1	5880000	1562889600	1562889600	61	3942	28	245	28	1715257324	1713889320	1715257324	1714088616	53553	266763	96412
Pocket Monsters: Mezase Pokémon Master	Pokémon: To Be a Pokémon Master: Ultimate Journeys: The Series	ポケットモンスター　めざせポケモンマスター	false	false	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Video Game	11	1440000	1673568000	1679616000	74	3302	28	16	16	1727650494	1714117715	1727650494	1714117715	16421	92493	27949
Pocket Monsters: Minna no Monogatari	Pokémon the Movie: The Power of Us	劇場版ポケットモンスター みんなの物語	false	false	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	5880000	1531440000	1531440000	71	5722	28	327	28	1714109177	1713893238	1714109177	1714109177	123264	408541	156435
Pocket Monsters: Mizu no Miyako no Mamorigami Latias to Latios	Pokémon Heroes	劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス	false	false	true	false	true	true	true	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	4440000	1026518400	1026518400	69	14562	28	2524	28	1714088487	1709475832	1714088487	1713893656	55019	169348	69081
Pocket Monsters: THE ORIGIN	Pokémon Origins	ポケットモンスター THE ORIGIN	false	true	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Special	Finished	Video Game	4	1320000	1380672000	1380672000	74	27644	10	0	10	1714184724	1709475833	1713889453	1713889453	25309	415357	28699
Pokke	?	ポッケ	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Music	Finished	Original	1	120000	1443657600	1443657600	42	27	0	111	111	1690235684	1709475874	1709475874	1709475874	72798	72798	72798
Pokémon Concierge	Pokémon Concierge	ポケモンコンシェルジュ	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	ONA	Finished	Video Game	4	1080000	1703721600	1703721600	77	2755	6179	6787	6787	1714111069	1709475843	1714111069	1711793456	14568	20645	17962
Pokémon Ranger: Hikari no Kiseki	Pokémon Ranger: Guardian Signs	ポケモンレンジャー 光の軌跡	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Special	Finished	Video Game	2	300000	1267315200	1267920000	57	781	28	16	16	1714184685	1709475845	1709475845	1709475845	23841	23841	23841
Pokémon The Movie XY&Z: Volcanion to Karakuri no Magearna	Pokémon the Movie: Volcanion and the Mechanical Marvel	ポケモン・ザ・ムービーXY&Z ボルケニオンと機巧のマギアナ	false	false	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	5700000	1468627200	1468627200	64	4575	28	327	28	1714108374	1709475871	1714108374	1714000806	79863	253139	103571
Pokémon The Movie XY: Hakai no Mayu to Diancie	Pokémon the Movie: Diancie and the Cocoon of Destruction	ポケモン・ザ・ムービーXY 破壊の繭とディアンシー	false	false	true	false	true	true	true	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	4560000	1405728000	1405728000	63	7041	28	16	16	1714107833	1709475871	1714107833	1713893238	63885	4791487	95554
Pokémon The Movie XY: Ring no Chou Majin Hoopa	Pokémon the Movie: Hoopa and the Clash of Ages	ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ	false	false	true	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Video Game	1	4680000	1437177600	1437177600	63	6665	28	327	28	1714108297	1709475871	1714107695	1713893238	56521	176844	84530
Pon no Michi	Pon no Michi	ぽんのみち	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Original	12	1440000	1704499200	1711152000	61	2168	28	159	28	1718703114	1709475875	1718703114	1714242244	25919	176702	70309
Pop in Q	?	ポッピンQ	true	true	true	false	true	true	false	true	false	true	false	true	false	true	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	5820000	1482451200	1482451200	58	937	18	0	18	1535916263	1709475876	1709475876	1709475876	115312	115312	115312
Poputepipikku	Pop Team Epic	ポプテピピック	true	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1515283200	1521936000	68	26614	437	6202	437	1726279611	1709475937	1726279611	1726279611	18902	33804	26635
Poputepipikku 2	Pop Team Epic Season 2	ポプテピピック 2	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1664668800	1671321600	75	4645	6337	6202	6337	1726279832	1709475938	1726279832	1726279832	17563	252993	35849
Potion-danomi de Ikinobimasu!	I Shall Survive Using Potions!	ポーション頼みで生き延びます！	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1696723200	1703376000	64	4453	755	144	755	1717302991	1709475940	1717302991	1713389466	31868	549277	61967
Praeter no Kizu	Scar on the Praeter	プレイタの傷	false	true	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Multimedia Project	13	1440000	1610150400	1617408000	51	1997	309	61	61	1617395883	1709475977	1709475977	1709475977	28511	36746	31542
Precure All Stars DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!	?	プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ!	false	false	true	false	true	false	true	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4200000	1269043200	1269043200	70	901	18	0	18	1717036255	1709469653	1709475943	1709472798	72175	179664	125919
Precure All Stars DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Niji-iro no Hana	?	プリキュアオールスターズDX3 未来に届け!世界をつなぐ☆虹色の花	false	false	true	false	true	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4260000	1300492800	1300492800	73	830	18	0	18	1717036269	1709475943	1709477205	1709476574	82148	234359	158253
Precure All Stars DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!	?	プリキュアオールスターズDX みんなともだちっ☆奇跡の全員大集合!	false	true	true	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4200000	1237507200	1237507200	71	904	18	0	18	1717036239	1709469012	1709475943	1709475942	56267	186922	80199
Precure All Stars F	?	プリキュアオールスターズＦ(エフ)	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4380000	1694736000	1694736000	83	597	18	0	18	1724020580	1709475942	1724020580	1716748261	96964	110057	103510
Precure All Stars GoGo Dream Live!	?	プリキュアオールスターズ GoGoドリームライブ!	false	true	false	false	true	false	false	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	Special	Finished	Original	1	300000	1226102400	1226102400	67	534	18	0	18	1708359078	1709475942	1709475942	1709475942	18958	18958	18958
Precure All Stars New Stage 2: Kokoro no Tomodachi	?	映画 プリキュアオールスターズ New Stage2 こころのともだち	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4260000	1363392000	1363392000	70	686	18	751	18	1717036045	1709468615	1709475945	1709471972	83268	5856273	5856273
Precure All Stars New Stage 3: Eien no Tomodachi	?	プリキュアオールスターズNewStage3 永遠のともだち	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4260000	1394841600	1394841600	72	616	18	751	18	1717036057	1709469581	1709475946	1709472993	95402	7892063	7892063
Precure All Stars New Stage: Mirai no Tomodachi	?	プリキュアオールスターズNew Stage みらいのともだち	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4260000	1331942400	1331942400	70	835	18	751	18	1717035977	1709475942	1709475942	1709475942	62525	62525	62525
Precure All Stars: Haru no Carnival♪	?	プリキュアオールスターズ 春のカーニバル♪	false	false	true	false	false	false	false	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	Movie	Finished	Other	1	4500000	1426291200	1426291200	62	582	18	0	18	1717034436	1709469345	1709469345	1709469345	70727	70727	70727
Precure All Stars: Minna de Utau♪ Kiseki no Mahou!	?	プリキュアオールスターズ みんなで歌う♪奇跡の魔法!	false	false	true	false	true	false	false	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4200000	1458345600	1458345600	70	578	18	0	18	1717034095	1709474779	1709474779	1709474779	79028	79028	79028
Precure Dream Stars!	?	プリキュアドリームスターズ！	false	false	true	false	true	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4260000	1489795200	1489795200	68	590	18	0	18	1717035128	1709474204	1709474204	1709474204	88217	88217	88217
Precure Miracle Universe	?	映画プリキュアミラクルユニバース	false	false	true	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4500000	1552694400	1552694400	62	512	18	0	18	1717034862	1709477147	1709477147	1709477147	11119914	11119914	11119914
Precure Super Stars!	?	映画プリキュアスーパースターズ	false	false	true	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	4200000	1521244800	1521244800	68	510	18	0	18	1717032475	1709469911	1709469911	1709469911	83855	83855	83855
Pretty Rhythm: All Star Selection	?	プリティーリズム・オールスターセレクション	false	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	true	false	false	TV	Finished	Video Game	11	1440000	1396656000	1402704000	63	226	103	0	103	1402720683	1709475947	1709475947	1709475947	21381	31746	27202
Pretty Rhythm: Aurora Dream	?	プリティーリズム オーロラドリーム	false	true	false	false	false	false	false	true	false	false	false	false	false	true	false	false	true	false	false	true	false	false	TV	Finished	Video Game	51	1440000	1302307200	1333152000	72	1593	103	70	70	1721255788	1721255788	1721255788	1721255788	30653	42988	35787
Pretty Rhythm: Dear My Future	?	プリティーリズム ディアマイフューチャー	false	true	false	false	false	false	false	true	false	false	false	false	false	true	false	false	true	false	false	true	false	false	TV	Finished	Video Game	51	1440000	1333756800	1364601600	65	836	103	70	70	1717036456	1709475950	1717036456	1717036456	18828	33249	28810
Pretty Rhythm: Rainbow Live	?	プリズティーリズム・レインボーライブ	false	true	false	false	false	false	false	true	false	false	false	false	false	true	false	false	true	false	false	true	false	false	TV	Finished	Video Game	51	1440000	1365206400	1396051200	76	1119	103	16	16	1396064282	1709475956	1709475957	1709475956	21926	32354	27111
PriPara	PriPara	プリパラ	false	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	TV	Finished	Video Game	38	1380000	1404518400	1427500800	74	1685	103	16	103	1721258929	1721258869	1721258929	1721258929	23366	1294631	29790
PriPara 2nd Season	?	プリパラ 2ndシーズン	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	TV	Finished	Video Game	51	1380000	1428105600	1459123200	80	617	103	16	103	1721258946	1721258946	1721258946	1721258946	23886	32863	28458
PriPara 3rd Season	?	プリパラ 3rdシーズン	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	TV	Finished	Other	51	1380000	1459814400	1490659200	79	506	103	16	103	1721259047	1721259047	1721259047	1721259047	26194	35038	30936
Princess Connect! Re:Dive	Princess Connect! Re:Dive	プリンセスコネクト！Re:Dive	false	true	false	false	false	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Video Game	13	1440000	1586217600	1593475200	69	27202	6182	6310	6182	1716624261	1709475958	1716624261	1716624096	27533	70235	34235
Princess Connect! Re:Dive Season 2	Princess Connect! Re:Dive Season 2	プリンセスコネクト！Re:Dive Season 2	false	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Video Game	12	1440000	1641859200	1648512000	77	11004	6182	6310	6182	1716624472	1709475962	1716624472	1716624472	23322	77451	32279
Princess Principal	Princess Principal	プリンセス・プリンシパル	false	true	false	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Original	12	1440000	1499558400	1506211200	75	19599	6069	6297	6069	1617188994	1709475963	1709475964	1709475963	27855	131500	30817
Princess Principal: Crown Handler - Chapter 1	Princess Principal: ~Crown Handler~ 1	プリンセス・プリンシパル Crown Handler 第1章	false	true	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	3180000	1613001600	1613001600	75	3252	60	6331	60	1650197821	1709475966	1709475966	1709475966	4674015	4674015	4674015
Princess Principal: Crown Handler - Chapter 2	Princess Principal: ~Crown Handler~ 2	プリンセス・プリンシパル Crown Handler 第2章	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	3600000	1632355200	1632355200	77	1827	60	0	60	1714071730	1709475968	1709475968	1709475968	5973108	5973108	5973108
Princess Principal: Crown Handler - Chapter 3	?	プリンセス・プリンシパル Crown Handler 第3章	false	false	true	false	true	true	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	Movie	Finished	Original	1	3600000	1680825600	1680825600	77	874	60	0	60	1713927286	1713927286	1713927286	1713927286	3841102	3841102	3841102
Princess Sara	A Little Princess Sara	小公女セーラ	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Novel	46	1500000	473817600	504662400	73	1683	22	0	22	1713426449	1709475969	1713426449	1713426449	16662	998558	25052
Prison School	Prison School	監獄学園〈プリズンスクール〉	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	12	1440000	1436572800	1443225600	73	96083	7	102	7	1714730116	1714730116	1714730116	1714730116	36784	44867	41840
Promare	Promare	プロメア	false	true	true	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	6900000	1558656000	1558656000	78	40353	803	6248	803	1716751753	1709475978	1716751753	1709476001	86288	10573078	141065
Puka Puka Juju	?	ぷかぷかジュジュ	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	Movie	Finished	Original	1	1500000	1332115200	1332115200	64	814	0	229	229	1713494651	1709480194	1709480194	1709480194	1886924	1886924	1886924
Punch Line	PUNCH LINE	パンチライン	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	false	true	false	false	true	false	TV	Finished	Original	12	1440000	1428624000	1435276800	65	18379	569	963	569	1435261089	1709476059	1709476059	1709476059	19110	34968	27012
Punirunes	?	ぷにるんず	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV Short	Finished	Game	25	780000	1664668800	1679788800	51	66	28	327	28	1713838205	1713838205	1713838205	1713838205	27253	41455	31339
Pupa	?	ピューパ	true	true	false	false	false	false	false	true	false	true	true	false	false	false	false	true	false	false	false	false	false	false	TV Short	Finished	Manga	12	240000	1389312000	1395964800	27	19655	37	925	37	1396452841	1709476059	1709476059	1709476059	3442	9361	7609
Puzzle & Dragons X	Puzzle & Dragons X	パズドラＸ	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Video Game	89	1440000	1467590400	1522022400	56	492	1	0	1	1522069685	1709476062	1709476063	1709476062	18085	30867	24559
RAINBOW: Nisha Rokubou no Shichinin	Rainbow	RAINBOW -二舎六房の七人-	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	true	TV	Finished	Manga	26	1380000	1270166400	1285718400	82	22810	11	102	11	1696720653	1709476072	1709476072	1709476072	133885	133885	133885
RD Sennou Chousashitsu	?	RD 潜脳調査室	false	true	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	TV	Finished	Original	26	1320000	1207699200	1222819200	66	889	10	0	10	1342389190	1709476128	1709476128	1709476128	25672	25672	25672
RDG: Red Data Girl	Red Data Girl	RDG レッドデータガール	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	true	false	TV	Finished	Novel	12	1440000	1365033600	1371686400	61	7688	132	102	102	1372283218	1709476128	1709476128	1709476128	172699	172699	172699
REIDEEN	?	REIDEEN	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Anime	26	1440000	1170547200	1188000000	60	350	10	33	10	1417305188	1709476134	1709476135	1709476134	23157	43828	33421
REVENGER	Revenger	REVENGER	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	12	1440000	1672876800	1679529600	64	6832	30	109	109	1702224407	1709476139	1709476141	1709476140	27100	136587	122778
ROAD TO NINJA: NARUTO THE MOVIE	Road to Ninja: Naruto the Movie	ROAD TO NINJA -NARUTO THE MOVIE-	false	false	true	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Manga	1	6540000	1343433600	1343433600	74	28127	1	16	1	1725751814	1709475250	1725751814	1717613532	115253	1331099	723176
RPG Fudousan	RPG Real Estate	RPG不動産	false	true	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Manga	12	1440000	1649203200	1655856000	63	4372	95	6698	95	1717303201	1709476187	1717303201	1713389694	25540	747622	49416
RWBY: Hyousetsu Teikoku	RWBY: Ice Queendom	RWBY 氷雪帝国	false	true	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	TV	Finished	Multimedia Project	12	1440000	1656806400	1663459200	61	9220	44	7137	44	1664008612	1709476270	1709476270	1709476270	251778	251778	251778
RYO	RYO	龍-RYO-	false	false	true	false	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Original	1	1500000	1362182400	1362182400	55	1752	0	3	3	1713496468	1709480190	1709480190	1709480190	36740	36740	36740
Radiant	RADIANT	ラディアン	true	true	false	false	true	true	true	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Comic	21	1440000	1538784000	1550880000	65	15597	456	111	456	1551191567	1709476067	1709476067	1709476067	27788	40200	32807
Ragna Crimson	Ragna Crimson	ラグナクリムゾン	false	true	false	false	true	true	false	false	false	true	false	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Manga	24	1440000	1696118400	1711843200	73	10248	300	6202	300	1698034778	1709476068	1709476068	1709476068	30786	54936	42253
Rail Romanesque	Rail Romanesque	レヱル・ロマネスク	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	TV Short	Finished	Visual Novel	12	240000	1601683200	1608336000	46	3527	6237	6691	6237	1604535960	1709476068	1709476068	1709476068	15849	20897	18774
Rail Wars!	Rail Wars!	レールウォーズ	true	true	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1404432000	1411084800	59	16282	911	0	911	1414361437	1709476069	1709476070	1709476069	21456	29162	23836
Rakudai Kishi no Cavalry	Chivalry of a Failed Knight	落第騎士の英雄譚（キャバルリィ）	false	true	false	false	true	false	false	false	true	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1380000	1443830400	1450483200	71	92525	300	0	300	1670924352	1709476074	1709476085	1709476078	120851	3346143	3148321
Rakudai Majo: Fuuka to Yami no Majo	?	らくだい魔女　フウカと闇の魔女	false	false	true	false	false	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	Movie	Finished	Other	1	3600000	1680220800	1680220800	64	167	10	144	10	1718156746	1718156688	1718156746	1718156717	69300	129282	99291
Ramen Aka Neko	Red Cat Ramen	ラーメン赤猫	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	TV	Finished	Manga	12	1380000	1720051200	1726704000	68	885	7229	6339	7229	1726791234	1720112986	1726791234	1723268252	21276	60595	37301
Ranma 1/2	Ranma ½	らんま1/2	false	true	false	false	true	false	true	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	18	1440000	608601600	621907200	75	13456	37	62	37	1717445487	1709476086	1717445487	1717445371	16109	8812907	23987
Ranma 1/2: Nettou-hen	Ranma ½ (1989)	らんま1/2 熱闘編	false	false	false	false	true	false	true	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	143	1380000	624844800	717379200	76	1766	37	169	169	1717445506	1717445002	1717445506	1717445383	21561	37193	29692
Ranpo Kitan: Game of Laplace	Rampo Kitan: Game of Laplace	乱歩奇譚 Game of Laplace	false	true	false	false	false	false	false	true	false	false	false	false	false	false	true	true	false	false	false	false	false	false	TV	Finished	Original	11	1440000	1435881600	1442534400	61	9517	456	17	456	1610427914	1709476108	1709476110	1709476108	24527	847158	37576
Re-Kan!	?	レーカン!	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	13	1440000	1428019200	1435276800	63	4774	6109	0	6109	1519216812	1709476129	1709476129	1709476129	21974	116600	25860
Re:CREATORS	Re:CREATORS	Re:CREATORS	true	true	false	false	true	false	false	true	false	true	false	false	true	false	false	false	false	false	false	false	false	true	TV	Finished	Original	22	1440000	1491609600	1505520000	73	38571	6068	306	6068	1710383701	1709476133	1710379477	1709476133	24363	171239	33898
Re:Zero kara Hajimeru Isekai Seikatsu	Re:ZERO -Starting Life in Another World-	Re:ゼロから始める異世界生活	true	true	false	false	true	true	false	true	false	true	false	false	false	false	false	true	true	false	false	false	false	true	TV	Finished	Light Novel	25	1500000	1459728000	1474243200	81	242556	314	102	314	1701632533	1709476143	1709476147	1709476144	17203	725130	38567
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season	Re:ZERO -Starting Life in Another World- Season 2	Re:ゼロから始める異世界生活 2nd Season	false	false	false	false	true	true	false	true	false	true	false	false	false	false	false	true	false	false	false	false	false	true	TV	Finished	Light Novel	13	1560000	1594166400	1601424000	82	131953	314	6698	314	1713652529	1709476144	1713652529	1709476144	30411	59166	42205
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2	Re:ZERO -Starting Life in Another World- Season 2 Part 2	Re:ゼロから始める異世界生活 2nd Season Part 2	false	false	false	false	true	true	false	true	false	true	false	false	false	false	false	true	true	false	false	false	false	true	TV	Finished	Light Novel	12	1800000	1609891200	1616544000	84	102184	314	6698	314	1713652571	1709476144	1713652571	1711564357	39965	61129	49478
Re:Zero kara Hajimeru Isekai Seikatsu OVAs	Re:ZERO -Starting Life in Another World- OVAs	Re:ゼロから始める異世界生活 OVAs	false	false	false	false	false	false	true	true	false	true	false	false	false	false	false	true	false	false	false	false	false	false	OVA	Finished	Light Novel	2	4080000	1538784000	1573171200	76	37753	314	238	314	1713401399	1709476144	1709476145	1709476144	77893	85878	81885
Re:_HAMATORA	Re: Hamatora	Re:␣ハマトラ	false	true	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Original	12	1440000	1404777600	1411430400	70	12942	456	951	456	1474733842	1709476134	1709476134	1709476134	28135	44613	40128
ReLIFE	ReLIFE	ReLIFE	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	ONA	Finished	Manga	13	1440000	1466726400	1466726400	78	88136	73	17	73	1714827648	1709476136	1714827648	1709476136	22833	188675	35087
ReLIFE: Kanketsu-hen	ReLIFE: Final Arc	ReLIFE 完結編	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	OVA	Finished	Manga	4	1440000	1521590400	1521590400	80	45346	73	0	73	1723504904	1714827196	1723504904	1719166050	15736	27678	20874
Recorder to Randoseru Do♪	Recorder and Randsell	リコーダーとランドセル　ド♪	true	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV Short	Finished	Manga	13	180000	1325808000	1332892800	62	4808	541	615	541	1368362502	1709476132	1709476132	1709476132	81978	81978	81978
Renai Flops	LOVE FLOPS	恋愛フロップス	false	true	false	false	false	false	true	true	true	false	false	false	false	false	false	false	true	true	false	false	false	false	TV	Finished	Original	12	1440000	1665532800	1672185600	65	11875	911	6698	6698	1726976269	1709474628	1726976269	1726976269	26348	115675	36285
Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches	League of Nations Air Force Aviation Magic Band Luminous Witches	連盟空軍航空魔法音楽隊ルミナスウィッチーズ	false	true	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	TV	Finished	Original	12	1440000	1656806400	1664064000	63	1644	44	6698	44	1723331848	1709474647	1723331848	1723331848	21859	743213	26287
Revisions	?	リヴィジョンズ	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	ONA	Finished	Original	12	1380000	1546992000	1546992000	57	4531	235	0	235	1715350228	1709476141	1715350227	1712413184	34878	56483	44376
Rewrite	Rewrite	Rewrite	false	true	false	false	false	false	false	true	false	false	false	false	false	false	true	false	true	false	true	false	true	false	TV	Finished	Visual Novel	13	1560000	1467417600	1474675200	61	16291	4418	17	4418	1507410770	1709476142	1709476143	1709476142	31768	69039	44822
Right Places: Sono Toki, Boku no Irubeki Basho	Right Places: Where I Was Meant to Be at That Time	Right Places その時, ぼくの居るべき場所	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	ONA	Finished	Original	1	300000	1382659200	1382659200	53	199	0	0	0	1407810106	1709476148	1709476149	1709476148	3508	3509	3508
Rikei ga Koi ni Ochita no de Shoumei shitemita.	Science Fell in Love, So I Tried to Prove It	理系が恋に落ちたので証明してみた。	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	ONA	Finished	Manga	12	1440000	1578700800	1578700800	71	32240	6117	0	6117	1716763031	1709476150	1716618241	1716618241	52026	162016	60251
